life_expectancy,mean_years_schooling,expected_years_schooling,gni_per_capita,hdi_score,hdi_category
73.8,8.7,16.4,12150.0,0.7644,High
66.8,6.1,9.9,4087.0,0.5783,Medium
72.1,9.2,15.2,4101.0,0.6896,Medium
67.3,8.5,15.9,9001.0,0.7098,High
61.5,5.8,8.6,1371.0,0.4785,Low
80.6,8.6,18.0,21033.0,0.8395,Very High
81.5,11.8,18.4,38170.0,0.9158,Very High
67.4,4.5,12.9,1785.0,0.5451,Low
78.7,10.6,12.6,4398.0,0.7136,High
70.7,8.2,16.8,14514.0,0.7569,High
72.7,7.6,13.6,10497.0,0.7106,High
83.7,12.1,19.6,52869.0,0.958,Very High
70.2,8.7,13.6,10478.0,0.7124,High
53.0,3.2,7.3,300.0,0.2961,Low
77.6,12.2,14.8,21912.0,0.8393,Very High
54.2,3.7,6.2,1172.0,0.3859,Low
64.8,6.8,12.6,14174.0,0.6678,Medium
63.5,6.9,10.4,2329.0,0.549,Low
57.4,6.0,9.3,3670.0,0.5232,Low
55.3,5.3,10.7,2481.0,0.5003,Low
68.5,8.6,10.5,4050.0,0.6224,Medium
86.0,10.8,19.1,28110.0,0.9118,Very High
73.1,9.7,15.3,26934.0,0.8024,Very High
50.0,1.0,9.0,1705.0,0.3821,Low
68.6,8.0,12.0,3161.0,0.6167,Medium
64.6,6.3,12.7,6054.0,0.6207,Medium
54.4,4.6,5.5,562.0,0.3485,Low
55.0,3.9,11.0,1807.0,0.4681,Low
81.8,12.4,18.3,38916.0,0.9243,Very High
85.8,12.0,17.1,74598.0,0.9565,Very High
62.6,5.4,10.8,4732.0,0.5683,Medium
62.6,6.7,11.5,2664.0,0.5611,Medium
62.8,9.2,13.1,5463.0,0.6435,Medium
65.4,8.5,12.2,4126.0,0.6253,Medium
59.7,7.0,13.4,3416.0,0.5826,Medium
68.5,5.6,10.5,4840.0,0.594,Medium
61.5,4.1,11.7,2666.0,0.5263,Low
59.5,6.4,9.6,4703.0,0.5539,Medium
72.3,7.3,15.5,8311.0,0.7126,High
55.8,4.7,10.8,1659.0,0.4744,Low
55.0,2.6,7.0,2527.0,0.419,Low
78.0,11.1,15.8,10432.0,0.7969,High
64.9,8.7,15.1,9459.0,0.6949,Medium
50.9,2.9,8.7,1046.0,0.385,Low
74.1,11.5,16.2,12726.0,0.7972,High
73.9,11.5,15.6,25320.0,0.8273,Very High
42.9,2.4,5.1,364.0,0.2488,Low
61.9,5.9,10.0,5858.0,0.5737,Medium
55.1,2.8,8.4,624.0,0.3643,Low
54.1,7.1,12.3,15794.0,0.6145,Medium
69.9,7.7,14.7,37299.0,0.7693,High
59.7,6.6,12.8,4657.0,0.589,Medium
58.9,5.1,9.4,2646.0,0.5035,Low
78.6,11.4,15.7,18997.0,0.835,Very High
69.3,7.6,13.7,8581.0,0.6872,Medium
59.0,8.6,11.0,1699.0,0.5342,Low
71.3,9.9,12.4,14961.0,0.7388,High
72.5,10.1,17.1,15925.0,0.7949,High
54.5,4.1,6.1,1255.0,0.3954,Low
76.8,9.8,18.2,23698.0,0.8429,Very High
69.8,7.9,13.0,7012.0,0.6744,Medium
48.1,0.7,5.3,300.0,0.2303,Low
58.6,3.1,6.5,1969.0,0.4239,Low
73.0,9.8,15.5,7680.0,0.7391,High
73.8,9.4,15.0,15974.0,0.7733,High
76.4,10.6,16.3,64873.0,0.8812,Very High
61.8,5.6,10.2,1474.0,0.4967,Low
80.6,10.4,18.2,35301.0,0.8894,Very High
78.8,13.5,18.6,28629.0,0.9068,Very High
75.9,10.0,15.9,10539.0,0.7775,High
77.0,10.0,17.9,15637.0,0.8226,Very High
55.6,1.5,6.4,2080.0,0.3849,Low
70.2,11.9,14.8,51646.0,0.8383,Very High
64.9,8.0,12.5,3123.0,0.6046,Medium
63.5,7.2,13.2,7248.0,0.6408,Medium
65.2,6.0,13.4,4296.0,0.6086,Medium
53.0,4.9,5.3,656.0,0.355,Low
51.8,3.9,7.1,614.0,0.3525,Low
79.3,10.4,16.6,96013.0,0.9026,Very High
50.7,2.6,4.3,1450.0,0.3403,Low
72.1,10.5,16.0,14890.0,0.7839,High
72.7,9.0,14.4,16015.0,0.7575,High
55.4,0.7,8.1,1714.0,0.3872,Low
77.4,9.0,13.2,18542.0,0.775,High
62.2,6.2,9.9,1993.0,0.5211,Low
58.2,3.8,7.3,1978.0,0.4439,Low
64.7,9.2,11.5,4458.0,0.6269,Medium
64.3,7.4,10.8,5533.0,0.6095,Medium
67.1,7.5,11.5,16014.0,0.6815,Medium
71.9,7.6,13.8,10520.0,0.7099,High
63.4,7.8,14.5,5628.0,0.6455,Medium
62.3,6.8,12.7,4112.0,0.5963,Medium
64.1,6.6,10.7,5366.0,0.5948,Medium
49.5,3.2,4.7,558.0,0.3033,Low
74.6,9.2,14.4,13733.0,0.7609,High
73.7,8.6,16.1,13271.0,0.766,High
75.6,8.2,11.1,5301.0,0.6677,Medium
61.9,4.6,10.0,1851.0,0.4962,Low
68.9,7.5,12.3,2632.0,0.6029,Medium
75.7,11.1,18.8,27688.0,0.8662,Very High
69.5,7.0,13.8,3824.0,0.6371,Medium
71.5,9.3,11.2,12501.0,0.7106,High
72.1,11.2,16.6,10524.0,0.7774,High
72.5,7.7,11.1,11924.0,0.691,Medium
64.6,8.6,12.7,1709.0,0.5726,Medium
73.1,10.6,16.4,30919.0,0.8305,Very High
64.4,7.3,16.2,5791.0,0.6623,Medium
72.9,10.0,16.3,18488.0,0.7959,High
69.0,9.3,13.3,19131.0,0.7417,High
46.7,1.3,6.2,1612.0,0.3336,Low
70.8,9.6,17.4,10214.0,0.7601,High
74.7,9.5,16.8,16064.0,0.7968,High
51.9,1.8,6.2,463.0,0.2976,Low
52.7,2.4,8.7,1793.0,0.4135,Low
51.7,3.9,10.1,855.0,0.402,Low
69.9,10.0,13.6,3836.0,0.6701,Medium
63.4,4.6,9.9,2815.0,0.5243,Low
57.2,3.8,8.0,1329.0,0.4272,Low
62.0,4.8,8.4,6348.0,0.5423,Low
71.5,11.5,16.5,12469.0,0.7863,High
56.7,2.3,8.3,933.0,0.3888,Low
53.5,5.8,8.9,1390.0,0.4493,Low
71.3,8.7,15.5,14091.0,0.7515,High
74.3,9.3,15.3,19012.0,0.787,High
69.6,8.7,16.0,22137.0,0.7693,High
81.8,11.2,16.8,60316.0,0.9172,Very High
53.7,1.8,6.7,404.0,0.2993,Low
72.1,7.6,12.3,14798.0,0.7107,High
55.8,0.2,7.4,420.0,0.2938,Low
66.7,5.1,12.3,7059.0,0.6178,Medium
76.6,10.9,16.6,59270.0,0.8845,Very High
48.4,5.0,6.4,792.0,0.3607,Low
76.5,14.0,16.7,13746.0,0.844,Very High
82.1,12.8,17.9,24319.0,0.901,Very High
49.6,3.0,9.1,1045.0,0.3843,Low
66.4,5.2,13.3,13437.0,0.6595,Medium
66.5,8.1,12.9,3748.0,0.6265,Medium
84.6,10.7,15.6,44287.0,0.897,Very High
64.5,5.1,12.6,5911.0,0.6032,Medium
47.9,3.4,4.6,989.0,0.3297,Low
73.3,9.6,16.2,11434.0,0.768,High
80.7,10.1,16.8,30228.0,0.865,Very High
79.4,9.4,14.8,60174.0,0.8629,Very High
56.8,5.2,9.4,4844.0,0.5241,Low
62.9,6.1,8.3,7323.0,0.5705,Medium
74.6,11.8,17.2,40277.0,0.8722,Very High
51.6,1.1,7.8,1082.0,0.3528,Low
72.5,8.2,11.6,20997.0,0.7297,High
58.5,7.1,11.8,2449.0,0.5449,Low
56.9,4.1,9.2,858.0,0.4169,Low
64.7,4.7,12.4,4899.0,0.5872,Medium
54.5,2.3,7.7,2426.0,0.4204,Low
79.4,11.2,18.6,46054.0,0.91,Very High
54.1,5.8,10.7,3994.0,0.5229,Low
59.9,6.5,8.6,4245.0,0.5401,Low
52.8,4.6,5.8,1285.0,0.3934,Low
63.9,6.3,12.4,5300.0,0.6077,Medium
54.4,4.8,6.8,964.0,0.398,Low
55.0,2.9,9.3,684.0,0.3822,Low
58.5,5.0,7.4,2015.0,0.4641,Low
46.4,1.9,7.8,605.0,0.3141,Low
51.1,3.7,7.0,1097.0,0.3812,Low
71.7,8.2,14.6,11581.0,0.7288,High
61.1,6.8,11.6,3106.0,0.5643,Medium
54.8,4.0,8.8,1356.0,0.4313,Low
69.7,3.9,14.1,8989.0,0.6477,Medium
74.7,9.5,15.9,43839.0,0.8372,Very High
68.6,6.5,14.1,7114.0,0.6645,Medium
75.3,9.8,13.3,43473.0,0.8164,Very High
55.0,2.6,12.0,2384.0,0.4763,Low
65.4,9.4,12.1,6249.0,0.6568,Medium
68.9,8.2,16.6,3743.0,0.6707,Medium
57.6,4.7,8.9,6095.0,0.525,Low
79.6,11.5,14.7,20375.0,0.8352,Very High
78.2,11.5,17.6,40191.0,0.8912,Very High
50.1,2.8,8.0,385.0,0.3099,Low
70.1,9.3,14.8,8820.0,0.7224,High
74.8,10.7,16.0,40300.0,0.8487,Very High
57.0,3.2,7.6,1844.0,0.43,Low
69.5,9.2,12.2,10588.0,0.7017,High
68.1,8.0,10.9,24397.0,0.7046,High
61.8,3.7,13.7,4211.0,0.5683,Medium
65.0,8.2,11.2,5613.0,0.6262,Medium
66.1,8.5,13.2,7327.0,0.6689,Medium
80.7,13.9,18.7,29865.0,0.9238,Very High
69.1,8.4,13.2,6861.0,0.6779,Medium
81.2,10.6,17.0,39402.0,0.8884,Very High
60.5,3.3,10.0,2985.0,0.4993,Low
68.7,8.9,11.6,8493.0,0.678,Medium
69.5,7.6,12.4,9012.0,0.6764,Medium
74.7,8.1,15.1,14746.0,0.7596,High
61.9,4.3,8.3,2712.0,0.4935,Low
81.3,13.0,18.8,131530.0,0.9654,Very High
69.3,8.5,13.2,5752.0,0.6714,Medium
65.8,6.8,9.4,2787.0,0.5571,Medium
57.0,4.2,7.9,576.0,0.3776,Low
52.8,3.1,10.4,1278.0,0.4236,Low
48.0,5.7,9.2,789.0,0.392,Low
52.9,3.1,8.4,863.0,0.3818,Low
76.8,11.0,14.6,10950.0,0.7817,High
64.0,7.1,11.5,1661.0,0.5427,Low
63.3,7.6,12.7,7536.0,0.6418,Medium
65.0,5.0,13.9,5847.0,0.6171,Medium
72.7,7.5,13.5,6488.0,0.6832,Medium
77.7,11.1,18.3,8078.0,0.8025,Very High
64.9,7.2,11.8,4833.0,0.6134,Medium
64.7,8.6,10.5,6984.0,0.6342,Medium
60.6,7.5,15.9,5145.0,0.6355,Medium
67.4,5.9,9.8,3267.0,0.5645,Medium
71.0,10.0,10.5,6975.0,0.6804,Medium
69.5,7.4,10.8,6353.0,0.6393,Medium
63.3,4.9,12.8,1114.0,0.5015,Low
51.6,7.2,12.1,1157.0,0.47,Low
73.8,10.2,15.5,14447.0,0.783,High
64.6,5.4,13.3,6141.0,0.6173,Medium
63.9,5.9,11.6,4308.0,0.5846,Medium
75.0,14.4,14.9,28044.0,0.8635,Very High
52.3,1.8,8.4,594.0,0.3402,Low
66.8,8.2,13.6,2954.0,0.6214,Medium
63.4,5.1,9.3,1652.0,0.4954,Low
71.8,8.9,15.2,19491.0,0.7699,High
72.3,8.3,13.7,7594.0,0.7014,High
65.8,9.3,11.6,2223.0,0.5929,Medium
79.3,10.1,15.0,31812.0,0.842,Very High
52.5,1.1,7.6,984.0,0.3489,Low
65.1,10.0,11.4,7398.0,0.6652,Medium
69.7,7.7,14.1,8057.0,0.6899,Medium
79.1,11.4,16.2,15287.0,0.8312,Very High
80.6,9.9,16.6,70255.0,0.9006,Very High
77.7,10.8,16.0,9768.0,0.7903,High
61.6,5.8,10.4,2669.0,0.5356,Low
59.3,3.7,9.2,1707.0,0.4617,Low
63.6,6.2,11.2,1865.0,0.5355,Low
55.4,2.4,8.6,3296.0,0.4506,Low
50.3,2.0,6.7,1207.0,0.3541,Low
77.1,11.8,13.9,11657.0,0.7902,High
74.1,9.3,15.7,11558.0,0.7641,High
62.8,6.6,14.1,17155.0,0.6785,Medium
64.8,6.2,10.7,2847.0,0.56,Medium
72.1,9.0,14.0,10307.0,0.7285,High
57.1,7.1,10.1,7165.0,0.5752,Medium
63.9,6.1,8.1,1384.0,0.4862,Low
60.7,4.3,12.7,7396.0,0.5872,Medium
78.2,9.6,16.7,16159.0,0.8137,Very High
59.4,3.3,10.1,2232.0,0.481,Low
74.0,9.0,15.3,12828.0,0.7617,High
62.6,8.2,12.1,4003.0,0.6065,Medium
74.4,11.9,16.9,43109.0,0.8724,Very High
57.2,2.4,9.2,4136.0,0.4774,Low
52.5,4.5,7.0,336.0,0.3165,Low
71.3,7.7,12.3,4314.0,0.6451,Medium
55.4,2.5,10.0,2601.0,0.4599,Low
61.7,4.8,11.1,1562.0,0.5003,Low
72.4,8.0,14.8,31937.0,0.7813,High
79.6,9.4,16.7,54722.0,0.8783,Very High
62.7,9.3,12.0,6084.0,0.64,Medium
63.3,6.5,9.7,4282.0,0.5679,Medium
68.3,5.5,11.4,7392.0,0.6235,Medium
79.2,9.8,15.6,13969.0,0.8019,Very High
59.8,5.2,10.0,2677.0,0.5153,Low
49.0,1.5,6.5,738.0,0.3136,Low
55.6,4.6,8.5,1005.0,0.4201,Low
53.3,4.2,4.8,3701.0,0.4243,Low
60.5,6.1,9.0,3498.0,0.5329,Low
71.1,9.1,16.8,8204.0,0.7384,High
77.2,9.7,17.1,24651.0,0.8365,Very High
54.3,3.2,4.9,937.0,0.3507,Low
64.9,8.4,9.5,5263.0,0.6086,Medium
76.7,11.0,16.9,18275.0,0.8308,Very High
59.7,6.0,8.5,1345.0,0.4718,Low
77.7,10.5,12.1,10242.0,0.7519,High
59.1,4.0,9.8,899.0,0.4331,Low
71.0,6.6,12.9,4619.0,0.6407,Medium
62.7,8.1,10.4,3914.0,0.5874,Medium
74.0,8.4,16.0,5921.0,0.7191,High
60.6,2.6,7.0,1354.0,0.4107,Low
77.8,10.6,14.5,11890.0,0.7855,High
69.8,7.6,12.2,12221.0,0.6913,Medium
66.7,9.4,11.7,23429.0,0.7229,High
60.0,6.9,11.4,3094.0,0.5585,Medium
64.0,6.4,12.9,12294.0,0.6543,Medium
76.6,9.0,13.9,13274.0,0.7608,High
69.5,8.6,15.4,6808.0,0.7036,High
64.4,8.4,9.5,9350.0,0.6339,Medium
58.4,4.3,9.9,3741.0,0.5128,Low
56.8,5.4,10.4,4149.0,0.531,Low
72.5,7.6,13.3,8796.0,0.698,Medium
62.1,6.9,11.5,1901.0,0.5405,Low
56.2,4.1,6.7,1026.0,0.3974,Low
72.6,7.7,15.6,39142.0,0.7962,High
71.1,10.6,14.3,5207.0,0.7055,High
61.6,6.2,11.2,4891.0,0.5796,Medium
47.1,2.4,6.8,972.0,0.3375,Low
83.0,12.3,19.3,85913.0,0.9717,Very High
65.9,6.8,14.1,3178.0,0.6103,Medium
71.0,10.0,15.7,7754.0,0.7344,High
62.5,7.8,10.8,2963.0,0.5715,Medium
57.0,5.1,10.4,1233.0,0.4622,Low
69.3,10.3,15.5,13319.0,0.7568,High
51.4,2.3,7.6,698.0,0.3446,Low
64.8,8.9,15.2,9547.0,0.6989,Medium
81.0,12.1,17.4,38326.0,0.9077,Very High
69.1,7.0,10.8,3869.0,0.6068,Medium
56.2,4.7,8.5,1533.0,0.4484,Low
54.0,5.0,6.2,1663.0,0.4219,Low
63.8,6.9,10.7,3334.0,0.5731,Medium
66.0,4.8,11.1,4376.0,0.5736,Medium
79.5,13.3,17.1,29057.0,0.8966,Very High
69.8,9.4,15.3,7428.0,0.7169,High
72.4,8.4,14.0,11444.0,0.7284,High
60.0,3.9,9.1,4414.0,0.5129,Low
60.4,7.9,11.2,5911.0,0.6041,Medium
76.9,9.4,11.4,11263.0,0.7326,High
49.0,2.8,7.1,353.0,0.2915,Low
51.5,3.0,6.3,570.0,0.3263,Low
46.6,3.6,6.5,423.0,0.2994,Low
60.2,6.8,10.2,2111.0,0.5258,Low
75.3,9.1,15.4,7053.0,0.7372,High
50.4,3.5,6.8,1641.0,0.3933,Low
52.3,4.4,8.5,4155.0,0.475,Low
58.0,8.3,9.4,3213.0,0.5487,Low
57.9,5.8,10.9,5119.0,0.5568,Medium
60.3,5.9,8.7,4589.0,0.5406,Low
54.6,5.0,9.2,1261.0,0.4418,Low
57.9,3.1,8.0,1108.0,0.4103,Low
78.8,13.1,16.1,25269.0,0.8744,Very High
51.5,2.7,8.4,943.0,0.3768,Low
67.8,10.1,13.1,11328.0,0.7173,High
74.3,10.2,16.5,23074.0,0.8182,Very High
76.8,12.8,16.7,35478.0,0.8835,Very High
55.5,3.2,9.6,827.0,0.402,Low
79.3,11.4,15.7,117134.0,0.9072,Very High
47.7,3.0,7.5,1177.0,0.3661,Low
59.0,3.8,10.9,2398.0,0.4985,Low
65.5,7.6,13.4,12036.0,0.6818,Medium
56.9,3.4,8.3,415.0,0.3471,Low
67.1,7.7,12.8,4867.0,0.6388,Medium
60.1,3.7,7.9,1589.0,0.4454,Low
83.9,11.4,15.2,38176.0,0.8916,Very High
64.8,6.5,12.7,5717.0,0.6212,Medium
76.2,10.6,14.2,17297.0,0.7951,High
84.1,12.2,16.2,88424.0,0.9455,Very High
69.2,7.7,14.0,10032.0,0.6984,Medium
84.1,11.2,17.2,51670.0,0.9249,Very High
75.3,9.7,15.0,18468.0,0.7913,High
69.5,9.2,12.3,6559.0,0.678,Medium
60.7,7.0,10.5,5725.0,0.5864,Medium
51.4,5.3,9.7,1035.0,0.423,Low
58.8,6.9,10.1,2192.0,0.5214,Low
55.3,6.3,8.2,2323.0,0.4839,Low
74.9,9.9,15.8,7135.0,0.7484,High
60.6,4.4,7.5,6475.0,0.519,Low
68.0,6.8,14.6,6493.0,0.6655,Medium
74.7,9.4,14.4,8561.0,0.7389,High
54.0,3.8,8.3,2156.0,0.4425,Low
69.0,6.3,13.4,6897.0,0.6544,Medium
62.3,3.1,11.5,7494.0,0.5637,Medium
68.0,9.3,15.6,16657.0,0.7512,High
48.8,3.3,7.6,685.0,0.3453,Low
85.1,13.7,21.0,40894.0,0.9685,Very High
74.8,8.2,14.5,6179.0,0.7089,High
82.1,12.9,20.5,72248.0,0.9827,Very High
72.9,9.4,16.2,30403.0,0.813,Very High
60.0,6.5,9.8,1799.0,0.5083,Low
69.0,8.5,13.9,16814.0,0.7306,High
74.1,11.7,13.1,16161.0,0.7836,High
78.1,9.0,11.8,23798.0,0.7743,High
68.7,8.2,11.2,7048.0,0.656,Medium
54.2,2.7,10.9,3261.0,0.4782,Low
74.4,9.4,15.2,18788.0,0.787,High
80.2,10.1,14.1,16097.0,0.8025,Very High
58.7,5.8,11.9,4363.0,0.5634,Medium
52.1,4.3,6.9,1169.0,0.3951,Low
71.4,9.6,17.4,17108.0,0.79,High
52.7,6.7,8.7,3541.0,0.5026,Low
59.3,6.4,12.0,9236.0,0.6086,Medium
72.4,9.2,14.8,13587.0,0.754,High
52.1,3.5,8.5,4244.0,0.4617,Low
55.0,4.3,8.8,687.0,0.3927,Low
46.5,0.7,7.1,1190.0,0.3219,Low
72.0,9.9,16.9,11208.0,0.7696,High
69.6,7.8,13.3,8292.0,0.6851,Medium
62.9,7.9,9.5,8232.0,0.6142,Medium
71.9,9.4,12.8,18597.0,0.749,High
61.5,6.5,12.6,6349.0,0.6097,Medium
63.6,6.3,12.5,5789.0,0.6122,Medium
65.1,4.1,10.1,3890.0,0.5433,Low
47.5,3.1,7.0,931.0,0.3481,Low
64.9,4.6,11.9,4893.0,0.5812,Medium
49.6,4.1,7.2,1607.0,0.4005,Low
56.4,3.4,6.6,1600.0,0.4123,Low
77.7,9.5,12.0,17601.0,0.7667,High
57.3,2.1,4.6,1358.0,0.3552,Low
64.2,4.5,10.1,2610.0,0.5253,Low
58.1,6.8,8.4,1886.0,0.4926,Low
69.7,8.0,14.7,6004.0,0.6829,Medium
57.1,3.5,6.6,2268.0,0.432,Low
70.8,8.8,12.6,8962.0,0.6992,Medium
53.4,2.7,6.3,2146.0,0.3978,Low
73.9,12.4,14.2,13729.0,0.7932,High
67.1,6.8,13.3,15642.0,0.6904,Medium
63.8,8.2,14.2,7313.0,0.6631,Medium
57.6,5.1,9.9,4762.0,0.5317,Low
53.7,4.7,8.8,2219.0,0.4609,Low
65.4,6.4,12.6,3716.0,0.5996,Medium
73.2,8.9,15.7,33838.0,0.8084,Very High
55.7,2.1,7.5,1421.0,0.3939,Low
76.9,7.7,15.9,21250.0,0.7912,High
74.7,9.6,17.5,12604.0,0.7913,High
57.4,6.0,8.5,2357.0,0.4933,Low
67.0,5.5,13.4,7899.0,0.6427,Medium
79.6,13.4,17.7,43366.0,0.9243,Very High
55.2,6.3,9.1,1168.0,0.4537,Low
71.0,7.1,15.4,4167.0,0.664,Medium
58.2,2.4,7.5,730.0,0.3707,Low
65.5,5.8,12.7,6935.0,0.6251,Medium
55.2,5.2,9.1,2936.0,0.4894,Low
71.9,7.7,12.9,13099.0,0.7119,High
78.2,10.2,17.2,18539.0,0.833,Very High
66.3,6.1,8.7,5304.0,0.5755,Medium
65.3,6.6,12.3,2980.0,0.5855,Medium
51.7,5.0,9.6,2951.0,0.4761,Low
80.4,10.9,15.9,22033.0,0.8477,Very High
86.1,11.3,17.9,88356.0,0.9556,Very High
66.0,8.9,11.4,6621.0,0.651,Medium
75.8,11.7,16.6,103233.0,0.901,Very High
73.5,9.9,15.0,15590.0,0.7766,High
47.7,1.6,9.8,610.0,0.3366,Low
48.6,4.8,8.9,808.0,0.3833,Low
61.3,6.8,8.8,7882.0,0.5832,Medium
71.3,9.9,14.8,16480.0,0.7666,High
45.3,1.7,7.5,955.0,0.328,Low
74.1,7.4,10.6,9609.0,0.6772,Medium
78.7,11.5,15.5,17267.0,0.8301,Very High
56.1,6.0,10.7,5018.0,0.546,Low
68.9,7.4,12.7,6376.0,0.6568,Medium
71.2,7.3,13.3,9199.0,0.691,Medium
72.0,9.5,13.2,12187.0,0.7352,High
57.7,6.6,8.7,3072.0,0.5171,Low
74.8,9.1,14.1,14204.0,0.7591,High
59.9,4.9,10.0,6258.0,0.5534,Medium
65.5,6.8,14.5,4812.0,0.6373,Medium
61.0,6.7,10.4,1967.0,0.5264,Low
54.2,5.9,9.8,1874.0,0.4785,Low
68.8,6.6,12.2,7769.0,0.6514,Medium
76.0,9.0,18.5,35538.0,0.8539,Very High
42.2,2.7,7.9,563.0,0.3024,Low
64.6,7.9,10.4,31792.0,0.6904,Medium
55.8,3.3,8.1,1138.0,0.4077,Low
46.4,2.3,5.3,867.0,0.3098,Low
53.5,2.8,9.1,849.0,0.3874,Low
79.8,10.3,18.8,15163.0,0.8445,Very High
58.8,8.5,9.6,2709.0,0.5471,Low
58.7,4.1,8.8,5843.0,0.5187,Low
60.3,7.4,10.2,4692.0,0.5757,Medium
69.7,9.0,13.7,12495.0,0.724,High
62.5,5.5,12.8,3549.0,0.5752,Medium
55.8,6.0,10.0,2313.0,0.4986,Low
47.6,3.8,5.1,2168.0,0.3753,Low
53.4,3.6,9.6,1203.0,0.4206,Low
82.1,12.3,14.9,21133.0,0.8599,Very High
74.4,7.0,13.1,6085.0,0.6768,Medium
58.7,5.8,9.1,2041.0,0.4949,Low
72.1,8.4,17.3,14605.0,0.7708,High
69.9,9.0,14.5,4932.0,0.6826,Medium
52.8,6.8,10.5,2738.0,0.5076,Low
66.6,7.0,11.4,2279.0,0.5709,Medium
61.6,5.2,11.9,3362.0,0.5554,Medium
77.3,10.5,15.5,29575.0,0.8394,Very High
79.0,13.3,15.2,16411.0,0.8465,Very High
67.9,8.6,11.8,5842.0,0.6525,Medium
78.7,9.2,13.0,28384.0,0.8011,Very High
48.0,3.6,6.5,719.0,0.3379,Low
59.6,6.2,14.1,3313.0,0.5774,Medium
80.3,9.2,16.3,32766.0,0.8516,Very High
63.3,7.1,12.3,7310.0,0.6302,Medium
75.0,9.2,11.5,7016.0,0.6984,Medium
58.3,4.3,9.2,5951.0,0.526,Low
69.0,9.0,14.6,4875.0,0.6783,Medium
68.7,10.4,10.5,8237.0,0.683,Medium
67.9,11.0,13.6,10617.0,0.7283,High
59.0,4.2,9.3,618.0,0.4034,Low
50.6,1.9,7.7,524.0,0.3198,Low
63.5,4.0,7.8,1160.0,0.4426,Low
81.4,8.9,15.7,40800.0,0.857,Very High
50.8,2.2,7.2,2130.0,0.3906,Low
64.9,3.0,8.2,2507.0,0.4802,Low
60.9,5.5,9.6,1139.0,0.47,Low
73.6,9.0,15.1,7903.0,0.7315,High
60.2,7.8,11.9,8148.0,0.6237,Medium
68.6,9.5,11.9,21437.0,0.7314,High
49.4,1.1,8.8,526.0,0.3174,Low
55.0,4.7,7.4,1000.0,0.4076,Low
74.1,8.7,15.1,26615.0,0.7917,High
66.9,8.3,11.7,2218.0,0.5887,Medium
63.9,4.9,10.0,2706.0,0.53,Low
61.2,5.9,11.8,5538.0,0.5868,Medium
67.8,5.8,10.9,2008.0,0.5484,Low
58.6,4.6,13.9,5443.0,0.5786,Medium
49.1,3.3,7.3,3545.0,0.4223,Low
71.3,7.1,15.2,11301.0,0.7182,High
71.1,9.3,13.3,16128.0,0.7435,High
55.4,5.2,10.4,2053.0,0.4865,Low
65.2,5.7,10.0,4254.0,0.5684,Medium
70.6,5.5,11.2,6078.0,0.62,Medium
77.2,12.6,15.1,17496.0,0.8319,Very High
59.0,7.0,10.3,3936.0,0.5573,Medium
62.0,7.1,11.9,5271.0,0.6028,Medium
69.4,6.3,15.8,2736.0,0.627,Medium
67.2,7.8,15.8,2515.0,0.6273,Medium
67.8,7.7,11.0,3582.0,0.6063,Medium
67.6,8.8,14.1,3551.0,0.6468,Medium
58.6,5.7,8.2,3786.0,0.5151,Low
86.4,11.0,15.4,11050.0,0.8259,Very High
61.1,5.2,9.3,1110.0,0.4631,Low
79.8,12.2,18.5,91517.0,0.9467,Very High
56.6,4.5,11.0,2150.0,0.4909,Low
65.8,7.6,15.5,11946.0,0.7039,High
66.5,8.8,12.8,8227.0,0.6756,Medium
70.5,8.0,13.3,6248.0,0.6756,Medium
58.7,5.2,11.6,5218.0,0.5608,Medium
76.3,11.5,16.8,12257.0,0.8115,Very High
60.6,4.7,7.0,935.0,0.42,Low
67.3,8.2,13.1,10099.0,0.6864,Medium
57.1,6.1,10.2,745.0,0.4387,Low
60.1,5.4,9.9,2002.0,0.5031,Low
50.2,2.2,6.5,767.0,0.3317,Low
65.0,7.1,12.7,5989.0,0.6316,Medium
66.8,9.0,14.1,6835.0,0.6818,Medium
71.3,10.7,14.3,23304.0,0.788,High
75.9,10.0,13.1,27467.0,0.7984,High
51.3,2.0,10.8,1402.0,0.413,Low
80.3,11.6,16.5,21885.0,0.8608,Very High
79.4,10.8,17.9,39290.0,0.8901,Very High
75.8,11.0,16.1,32280.0,0.8475,Very High
58.0,3.2,10.3,1904.0,0.4667,Low
51.4,6.1,8.3,2251.0,0.4623,Low
72.0,10.1,16.1,5622.0,0.7253,High
58.6,3.9,7.3,1806.0,0.4427,Low
48.4,4.8,5.9,1731.0,0.393,Low
76.0,11.3,15.1,10803.0,0.7864,High
66.0,7.5,9.6,5456.0,0.6043,Medium
66.9,5.2,8.1,6598.0,0.5668,Medium
63.4,6.5,10.3,2188.0,0.5394,Low
80.6,11.4,14.9,59965.0,0.894,Very High
55.2,3.3,9.2,1877.0,0.4448,Low
60.2,3.6,13.3,7772.0,0.5843,Medium
62.6,6.1,9.4,8409.0,0.589,Medium
67.4,5.9,11.8,8600.0,0.6366,Medium
69.7,9.0,16.5,7910.0,0.7256,High
60.4,4.8,9.5,2308.0,0.5006,Low
45.5,0.2,7.2,300.0,0.2374,Low
62.7,6.2,14.3,2009.0,0.5651,Medium
64.5,5.9,8.5,6952.0,0.5742,Medium
49.8,0.9,4.4,418.0,0.2469,Low
59.9,6.7,12.3,5467.0,0.5938,Medium
